ID,性別,高齢者フラグ,既婚,扶養家族,在職期間,電話サービス,複数回線,インターネットサービス,セキュリティサービス,バックアップサービス,機器予防サービス,テクニカルサポート,ストリーミングサービス（TV),ストリーミングサービス（映画),契約期間,電子請求書,支払い方法,月額支払額,通算支払額,解約
4626-GYCZP,男性,非高齢者,未婚,なし,7,あり,複数回線,Fiber optic,なし,なし,なし,なし,あり,あり,毎月更新,電子請求書,電子決済,93.85,635.6,Yes
5649-RXQTV,男性,非高齢者,未婚,なし,51,あり,1回線,Fiber optic,なし,あり,あり,なし,あり,あり,毎月更新,電子請求書,電子決済,99,5038.15,No
2674-MIAHT,女性,非高齢者,未婚,なし,4,あり,複数回線,Fiber optic,なし,あり,なし,なし,なし,なし,毎月更新,電子請求書,郵送小切手,80.3,324.2,No
2576-HXMPA,女性,非高齢者,未婚,なし,1,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,クレジットカード,19.55,19.55,No
7587-AOVVU,男性,非高齢者,既婚,あり,27,あり,複数回線,Fiber optic,あり,あり,なし,あり,あり,なし,毎月更新,紙請求書,電子決済,100.75,2793.55,No
5590-BYNII,男性,非高齢者,未婚,なし,22,あり,複数回線,Fiber optic,あり,なし,なし,なし,あり,あり,毎月更新,電子請求書,電子決済,100.75,2095,Yes
6898-MDLZW,男性,非高齢者,未婚,なし,12,あり,1回線,DSL,なし,あり,なし,あり,なし,なし,毎月更新,電子請求書,郵送小切手,53.75,648.65,No
3237-AJGEH,女性,非高齢者,既婚,あり,3,なし,電話契約なし,DSL,なし,なし,なし,あり,なし,なし,毎月更新,電子請求書,郵送小切手,31,95.05,Yes
4707-YNOQA,女性,非高齢者,既婚,あり,34,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,電子請求書,クレジットカード,25.6,917.15,No
9357-UJRUN,男性,非高齢者,既婚,なし,24,あり,複数回線,DSL,あり,なし,なし,あり,なし,なし,1年更新,電子請求書,電子決済,58.35,1346.9,No
1591-NFNLQ,男性,非高齢者,未婚,なし,51,あり,複数回線,Fiber optic,なし,なし,あり,なし,なし,なし,毎月更新,紙請求書,クレジットカード,80,4242.35,Yes
8648-PFRMP,女性,高齢者,未婚,なし,14,なし,電話契約なし,DSL,なし,なし,なし,なし,あり,あり,毎月更新,電子請求書,電子決済,46.35,672.7,No
7663-CUXZB,男性,非高齢者,既婚,なし,59,あり,複数回線,Fiber optic,あり,あり,あり,あり,あり,あり,2年更新,紙請求書,電子決済,113.75,6561.25,No
0258-NOKBL,男性,非高齢者,未婚,なし,3,あり,1回線,Fiber optic,なし,あり,あり,なし,なし,あり,毎月更新,紙請求書,電子決済,90.4,268.45,No
1163-VIPRI,女性,非高齢者,既婚,あり,65,あり,複数回線,Fiber optic,あり,なし,あり,あり,あり,あり,2年更新,紙請求書,電子決済,109.3,7337.55,No
2815-CPTUL,男性,高齢者,未婚,なし,5,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,郵送小切手,70.25,331.9,Yes
9348-ROUAI,女性,非高齢者,既婚,あり,59,あり,複数回線,DSL,あり,あり,あり,あり,あり,あり,2年更新,紙請求書,クレジットカード,90.3,5194.05,No
9443-JUBUO,男性,非高齢者,既婚,あり,72,なし,電話契約なし,DSL,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,クレジットカード,65.25,4478.85,No
0596-BQCEQ,女性,非高齢者,既婚,あり,62,あり,1回線,Fiber optic,なし,あり,あり,なし,あり,あり,毎月更新,電子請求書,電子決済,100.15,6283.3,Yes
1481-ZUWZA,男性,非高齢者,未婚,なし,28,あり,複数回線,Fiber optic,あり,あり,なし,なし,なし,あり,毎月更新,電子請求書,クレジットカード,94.5,2659.4,Yes
3043-TYBNO,男性,非高齢者,未婚,なし,3,あり,1回線,DSL,なし,なし,なし,あり,なし,あり,毎月更新,紙請求書,郵送小切手,60.65,196.9,No
4830-FAXFM,男性,非高齢者,未婚,あり,19,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,電子請求書,クレジットカード,24.1,439.2,No
5906-BFOZT,男性,非高齢者,未婚,なし,1,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,電子請求書,郵送小切手,19.5,19.5,No
2960-NKRSO,男性,非高齢者,未婚,なし,24,あり,1回線,Fiber optic,なし,あり,あり,あり,なし,なし,毎月更新,電子請求書,電子決済,85.95,2107.15,No
8996-ZROXE,男性,高齢者,未婚,なし,57,あり,1回線,DSL,なし,なし,あり,あり,なし,なし,1年更新,電子請求書,電子決済,53.5,3035.8,No
5598-IKHQQ,女性,非高齢者,未婚,なし,72,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,クレジットカード,25.45,1866.45,No
0397-ZXWQF,男性,非高齢者,未婚,なし,67,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,口座引き落とし,20.5,1430.95,No
5266-PFRQK,男性,非高齢者,既婚,あり,52,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,電子請求書,クレジットカード,20.85,1071.6,No
4674-HGNUA,男性,非高齢者,既婚,あり,71,あり,複数回線,DSL,あり,あり,あり,あり,あり,あり,2年更新,紙請求書,クレジットカード,89.9,6457.15,No
6765-MBQNU,女性,非高齢者,既婚,なし,26,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,郵送小切手,26,684.05,No
9786-IJYDL,女性,非高齢者,未婚,なし,35,あり,複数回線,Fiber optic,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,郵送小切手,113.2,3914.05,No
1303-SRDOK,女性,非高齢者,既婚,あり,55,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,2年更新,電子請求書,クレジットカード,69.05,3842.6,No
3769-MHZNV,女性,非高齢者,既婚,あり,33,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,20.1,670.35,No
6295-OSINB,男性,非高齢者,既婚,なし,72,あり,複数回線,Fiber optic,あり,あり,あり,なし,あり,あり,2年更新,電子請求書,電子決済,109.65,7880.25,No
3308-MHOOC,男性,非高齢者,未婚,あり,1,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,電子請求書,郵送小切手,19.2,19.2,No
2309-OSFEU,男性,非高齢者,未婚,なし,10,なし,電話契約なし,DSL,なし,なし,なし,なし,なし,あり,毎月更新,電子請求書,郵送小切手,33.9,298.45,Yes
2207-QPJED,女性,高齢者,既婚,なし,37,あり,1回線,Fiber optic,なし,なし,あり,あり,あり,なし,毎月更新,紙請求書,電子決済,90,3371.75,No
4177-JPDFU,男性,非高齢者,未婚,なし,12,なし,電話契約なし,DSL,なし,あり,なし,あり,なし,なし,毎月更新,紙請求書,郵送小切手,34,442.45,No
2239-CFOUJ,男性,非高齢者,既婚,あり,1,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,郵送小切手,20.4,20.4,No
8046-DNVTL,男性,非高齢者,既婚,なし,62,なし,電話契約なし,DSL,あり,あり,なし,あり,なし,なし,2年更新,電子請求書,クレジットカード,38.6,2345.55,No
2209-XADXF,女性,非高齢者,未婚,なし,1,なし,電話契約なし,DSL,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,口座引き落とし,25.25,25.25,No
6620-JDYNW,女性,非高齢者,未婚,なし,18,あり,複数回線,DSL,あり,なし,あり,なし,なし,なし,毎月更新,電子請求書,郵送小切手,60.6,1156.35,No
1891-FZYSA,男性,高齢者,既婚,なし,69,あり,複数回線,Fiber optic,なし,あり,なし,なし,あり,なし,毎月更新,電子請求書,電子決済,89.95,6143.15,Yes
4770-UEZOX,男性,非高齢者,未婚,なし,2,あり,1回線,Fiber optic,なし,あり,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,74.75,144.8,No
1038-RQOST,男性,非高齢者,既婚,あり,19,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,郵送小切手,20.6,414.95,No
7613-LLQFO,男性,非高齢者,未婚,なし,12,あり,複数回線,Fiber optic,なし,なし,なし,なし,あり,なし,毎月更新,電子請求書,電子決済,84.45,1059.55,Yes
4568-TTZRT,男性,非高齢者,未婚,なし,9,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,郵送小切手,20.4,181.8,No
9513-DXHDA,男性,非高齢者,未婚,なし,27,あり,1回線,DSL,あり,なし,あり,あり,あり,あり,1年更新,紙請求書,電子決済,81.7,2212.55,No
2640-PMGFL,男性,非高齢者,未婚,あり,27,あり,複数回線,Fiber optic,なし,なし,なし,あり,なし,なし,毎月更新,電子請求書,電子決済,79.5,2180.55,Yes
3801-HMYNL,男性,非高齢者,既婚,あり,1,あり,1回線,Fiber optic,なし,なし,なし,なし,あり,あり,毎月更新,紙請求書,郵送小切手,89.15,89.15,Yes
0516-QREYC,女性,高齢者,未婚,なし,24,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,電子請求書,郵送小切手,20.3,459.95,No
9685-WKZGT,男性,高齢者,未婚,なし,14,あり,複数回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,74.95,1036.75,Yes
6022-UGGSO,女性,高齢者,未婚,なし,32,あり,1回線,Fiber optic,なし,あり,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,74.4,2276.95,Yes
8084-OIVBS,女性,非高齢者,未婚,なし,11,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,郵送小切手,20,211.95,No
8896-BQTTI,男性,非高齢者,未婚,なし,1,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,電子請求書,郵送小切手,25,25,No
3865-QBWSJ,男性,高齢者,未婚,あり,38,あり,複数回線,Fiber optic,あり,なし,なし,なし,なし,なし,毎月更新,電子請求書,郵送小切手,80.45,3162.65,No
3352-RICWQ,女性,非高齢者,既婚,あり,9,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,19.75,210.65,No
2160-GPFXD,男性,非高齢者,既婚,あり,54,あり,複数回線,DSL,あり,あり,なし,あり,なし,なし,2年更新,電子請求書,クレジットカード,65.65,3566.7,No
2065-MMKGR,女性,非高齢者,未婚,なし,29,あり,複数回線,DSL,なし,なし,なし,なし,あり,あり,1年更新,電子請求書,クレジットカード,71,2080.1,No
5857-TYBCJ,男性,高齢者,既婚,なし,44,あり,複数回線,Fiber optic,なし,なし,あり,なし,あり,なし,毎月更新,電子請求書,電子決済,89.2,4040.2,No
1498-NHTLT,男性,非高齢者,既婚,あり,59,あり,1回線,DSL,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,電子決済,86.75,5186,No
4484-CGXFK,女性,非高齢者,未婚,なし,3,あり,1回線,DSL,なし,なし,なし,なし,なし,あり,毎月更新,電子請求書,電子決済,55.3,196.15,Yes
1402-PTHGN,女性,非高齢者,既婚,あり,18,あり,1回線,DSL,あり,あり,なし,あり,なし,なし,1年更新,電子請求書,郵送小切手,61.5,1087.45,No
4176-RELJR,男性,高齢者,未婚,なし,67,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,クレジットカード,25.1,1672.15,No
6214-EDAKZ,女性,非高齢者,既婚,あり,22,あり,1回線,DSL,なし,あり,なし,あり,なし,なし,毎月更新,紙請求書,電子決済,55.15,1206.05,Yes
5199-FPUSP,男性,非高齢者,未婚,あり,33,なし,電話契約なし,DSL,あり,なし,なし,あり,なし,なし,1年更新,紙請求書,クレジットカード,34.05,1113.95,No
6377-KSLXC,男性,非高齢者,未婚,なし,5,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,郵送小切手,19.95,107.05,No
